Model,Month,Sales,Color,Region,Date
Maruti Suzuki Eeco,01-11-2013,723,Black,Nagpur,01-11-2013
Maruti Suzuki Eeco,01-12-2013,702,Black,Nagpur,01-12-2013
Maruti Suzuki Celerio,01-01-2013,336,Black,Nagpur,01-01-2013
Maruti Suzuki Celerio,01-02-2013,563,Black,Nagpur,01-02-2013
Maruti Suzuki Celerio,01-03-2013,814,Black,Nagpur,01-03-2013
Maruti Suzuki Celerio,01-04-2013,590,Black,Nagpur,01-04-2013
Maruti Suzuki Celerio,01-05-2013,1122,Black,Nagpur,01-05-2013
Maruti Suzuki Celerio,01-06-2013,242,Black,Nagpur,01-06-2013
Maruti Suzuki Celerio,01-07-2013,1179,Black,Nagpur,01-07-2013
Maruti Suzuki Celerio,01-08-2013,844,Black,Nagpur,01-08-2013
Maruti Suzuki Celerio,01-09-2013,908,Black,Nagpur,01-09-2013
Maruti Suzuki Celerio,01-10-2013,950,Black,Nagpur,01-10-2013
Maruti Suzuki Celerio,01-11-2013,621,Black,Nagpur,01-11-2013
Maruti Suzuki Celerio,01-12-2013,976,Black,Nagpur,01-12-2013
Maruti Suzuki Swift,01-01-2013,798,Black,Nagpur,01-01-2013
Maruti Suzuki Swift,01-02-2013,1059,Black,Nagpur,01-02-2013
Maruti Suzuki Swift,01-03-2013,685,Black,Nagpur,01-03-2013
Maruti Suzuki Swift,01-04-2013,932,Black,Nagpur,01-04-2013
Maruti Suzuki Swift,01-05-2013,1283,Black,Nagpur,01-05-2013
Maruti Suzuki Swift,01-06-2013,577,Black,Nagpur,01-06-2013
Maruti Suzuki Swift,01-07-2013,1155,Black,Nagpur,01-07-2013
Maruti Suzuki Swift,01-08-2013,894,Black,Nagpur,01-08-2013
Maruti Suzuki Swift,01-09-2013,628,Black,Nagpur,01-09-2013
Maruti Suzuki Swift,01-10-2013,991,Black,Nagpur,01-10-2013
Maruti Suzuki Swift,01-11-2013,574,Black,Nagpur,01-11-2013
Maruti Suzuki Swift,01-12-2013,920,Black,Nagpur,01-12-2013
Maruti Suzuki Grand Vitara,01-01-2013,566,Black,Nagpur,01-01-2013
Maruti Suzuki Grand Vitara,01-02-2013,840,Black,Nagpur,01-02-2013
Maruti Suzuki Grand Vitara,01-03-2013,691,Black,Nagpur,01-03-2013
Maruti Suzuki Grand Vitara,01-04-2013,443,Black,Nagpur,01-04-2013
Maruti Suzuki Grand Vitara,01-05-2013,670,Black,Nagpur,01-05-2013
Maruti Suzuki Grand Vitara,01-06-2013,205,Black,Nagpur,01-06-2013
Maruti Suzuki Grand Vitara,01-07-2013,1082,Black,Nagpur,01-07-2013
Maruti Suzuki Grand Vitara,01-08-2013,259,Black,Nagpur,01-08-2013
Maruti Suzuki Grand Vitara,01-09-2013,293,Black,Nagpur,01-09-2013
Maruti Suzuki Grand Vitara,01-10-2013,982,Black,Nagpur,01-10-2013
Maruti Suzuki Grand Vitara,01-11-2013,514,Black,Nagpur,01-11-2013
Maruti Suzuki Grand Vitara,01-12-2013,752,Black,Nagpur,01-12-2013
Maruti Suzuki XL6,01-01-2013,787,Black,Nagpur,01-01-2013
Maruti Suzuki XL6,01-02-2013,846,Black,Nagpur,01-02-2013
Maruti Suzuki XL6,01-03-2013,842,Black,Nagpur,01-03-2013
Maruti Suzuki XL6,01-04-2013,815,Black,Nagpur,01-04-2013
Maruti Suzuki XL6,01-05-2013,831,Black,Nagpur,01-05-2013
Maruti Suzuki XL6,01-06-2013,224,Black,Nagpur,01-06-2013
Maruti Suzuki XL6,01-07-2013,634,Black,Nagpur,01-07-2013
Maruti Suzuki XL6,01-08-2013,712,Black,Nagpur,01-08-2013
Maruti Suzuki XL6,01-09-2013,514,Black,Nagpur,01-09-2013
Maruti Suzuki XL6,01-10-2013,841,Black,Nagpur,01-10-2013
Maruti Suzuki XL6,01-11-2013,748,Black,Nagpur,01-11-2013
Maruti Suzuki XL6,01-12-2013,708,Black,Nagpur,01-12-2013
Maruti Suzuki Brezza,01-01-2013,343,Black,Nagpur,01-01-2013
Maruti Suzuki Brezza,01-02-2013,701,Black,Nagpur,01-02-2013
Maruti Suzuki Brezza,01-03-2013,499,Black,Nagpur,01-03-2013
Maruti Suzuki Brezza,01-04-2013,541,Black,Nagpur,01-04-2013
Maruti Suzuki Brezza,01-05-2013,902,Black,Nagpur,01-05-2013
Maruti Suzuki Brezza,01-06-2013,160,Black,Nagpur,01-06-2013
Maruti Suzuki Brezza,01-07-2013,1107,Black,Nagpur,01-07-2013
Maruti Suzuki Brezza,01-08-2013,781,Black,Nagpur,01-08-2013
Maruti Suzuki Brezza,01-09-2013,926,Black,Nagpur,01-09-2013
Maruti Suzuki Brezza,01-10-2013,475,Black,Nagpur,01-10-2013
Maruti Suzuki Brezza,01-11-2013,662,Black,Nagpur,01-11-2013
Maruti Suzuki Brezza,01-12-2013,837,Black,Nagpur,01-12-2013
Maruti Suzuki Dzire,01-01-2013,726,Black,Nagpur,01-01-2013
Maruti Suzuki Dzire,01-02-2013,431,Black,Nagpur,01-02-2013
Maruti Suzuki Dzire,01-03-2013,571,Black,Nagpur,01-03-2013
Maruti Suzuki Dzire,01-04-2013,866,Black,Nagpur,01-04-2013
Maruti Suzuki Dzire,01-05-2013,891,Black,Nagpur,01-05-2013
Maruti Suzuki Dzire,01-06-2013,151,Black,Nagpur,01-06-2013
Maruti Suzuki Dzire,01-07-2013,1171,Black,Nagpur,01-07-2013
Maruti Suzuki Dzire,01-08-2013,406,Black,Nagpur,01-08-2013
Maruti Suzuki Dzire,01-09-2013,609,Black,Nagpur,01-09-2013
Maruti Suzuki Dzire,01-10-2013,632,Black,Nagpur,01-10-2013
Maruti Suzuki Dzire,01-11-2013,522,Black,Nagpur,01-11-2013
Maruti Suzuki Dzire,01-12-2013,1001,Black,Nagpur,01-12-2013
Maruti Suzuki Alto 800,01-01-2014,817,Black,Nagpur,01-01-2014
Maruti Suzuki Alto 800,01-02-2014,635,Black,Nagpur,01-02-2014
Maruti Suzuki Alto 800,01-03-2014,820,Black,Nagpur,01-03-2014
Maruti Suzuki Alto 800,01-04-2014,895,Black,Nagpur,01-04-2014
Maruti Suzuki Alto 800,01-05-2014,965,Black,Nagpur,01-05-2014
Maruti Suzuki Alto 800,01-06-2014,727,Black,Nagpur,01-06-2014
Maruti Suzuki Alto 800,01-07-2014,623,Black,Nagpur,01-07-2014
Maruti Suzuki Alto 800,01-08-2014,444,Black,Nagpur,01-08-2014
Maruti Suzuki Alto 800,01-09-2014,606,Black,Nagpur,01-09-2014
Maruti Suzuki Alto 800,01-10-2014,554,Black,Nagpur,01-10-2014
Maruti Suzuki Alto 800,01-11-2014,998,Black,Nagpur,01-11-2014
Maruti Suzuki Alto 800,01-12-2014,662,Black,Nagpur,01-12-2014
Maruti Suzuki Alto K10,01-01-2014,876,Black,Nagpur,01-01-2014
Maruti Suzuki Alto K10,01-02-2014,928,Black,Nagpur,01-02-2014
Maruti Suzuki Alto K10,01-03-2014,821,Black,Nagpur,01-03-2014
Maruti Suzuki Alto K10,01-04-2014,968,Black,Nagpur,01-04-2014
Maruti Suzuki Alto K10,01-05-2014,664,Black,Nagpur,01-05-2014
Maruti Suzuki Alto K10,01-06-2014,1012,Black,Nagpur,01-06-2014
Maruti Suzuki Alto K10,01-07-2014,877,Black,Nagpur,01-07-2014
Maruti Suzuki Alto K10,01-08-2014,590,Black,Nagpur,01-08-2014
Maruti Suzuki Alto K10,01-09-2014,562,Black,Nagpur,01-09-2014
Maruti Suzuki Alto K10,01-10-2014,609,Black,Nagpur,01-10-2014
Maruti Suzuki Alto K10,01-11-2014,837,Black,Nagpur,01-11-2014
Maruti Suzuki Alto K10,01-12-2014,831,Black,Nagpur,01-12-2014
Maruti Suzuki S-Presso,01-01-2014,272,Black,Nagpur,01-01-2014
Maruti Suzuki S-Presso,01-02-2014,643,Black,Nagpur,01-02-2014
Maruti Suzuki S-Presso,01-03-2014,881,Black,Nagpur,01-03-2014
Maruti Suzuki S-Presso,01-04-2014,781,Black,Nagpur,01-04-2014
Maruti Suzuki S-Presso,01-05-2014,1161,Black,Nagpur,01-05-2014
Maruti Suzuki S-Presso,01-06-2014,602,Black,Nagpur,01-06-2014
Maruti Suzuki S-Presso,01-07-2014,991,Black,Nagpur,01-07-2014
Maruti Suzuki S-Presso,01-08-2014,560,Black,Nagpur,01-08-2014
Maruti Suzuki S-Presso,01-09-2014,643,Black,Nagpur,01-09-2014
Maruti Suzuki S-Presso,01-10-2014,372,Black,Nagpur,01-10-2014
Maruti Suzuki S-Presso,01-11-2014,576,Black,Nagpur,01-11-2014
Maruti Suzuki S-Presso,01-12-2014,551,Black,Nagpur,01-12-2014
Maruti Suzuki Eeco,01-01-2014,710,Black,Nagpur,01-01-2014
Maruti Suzuki Eeco,01-02-2014,824,Black,Nagpur,01-02-2014
Maruti Suzuki Eeco,01-03-2014,1101,Black,Nagpur,01-03-2014
Maruti Suzuki Eeco,01-04-2014,1087,Black,Nagpur,01-04-2014
Maruti Suzuki Eeco,01-05-2014,748,Black,Nagpur,01-05-2014
Maruti Suzuki Eeco,01-06-2014,1171,Black,Nagpur,01-06-2014
Maruti Suzuki Eeco,01-07-2014,560,Black,Nagpur,01-07-2014
Maruti Suzuki Eeco,01-08-2014,633,Black,Nagpur,01-08-2014
Maruti Suzuki Eeco,01-09-2014,397,Black,Nagpur,01-09-2014
Maruti Suzuki Eeco,01-10-2014,796,Black,Nagpur,01-10-2014
Maruti Suzuki Eeco,01-11-2014,749,Black,Nagpur,01-11-2014
Maruti Suzuki Eeco,01-12-2014,650,Black,Nagpur,01-12-2014
Maruti Suzuki Celerio,01-01-2014,872,Black,Nagpur,01-01-2014
Maruti Suzuki Celerio,01-02-2014,600,Black,Nagpur,01-02-2014
Maruti Suzuki Celerio,01-03-2014,483,Black,Nagpur,01-03-2014
Maruti Suzuki Celerio,01-04-2014,1194,Black,Nagpur,01-04-2014
Maruti Suzuki Celerio,01-05-2014,709,Black,Nagpur,01-05-2014
Maruti Suzuki Celerio,01-06-2014,1214,Black,Nagpur,01-06-2014
Maruti Suzuki Celerio,01-07-2014,1097,Black,Nagpur,01-07-2014
Maruti Suzuki Celerio,01-08-2014,387,Black,Nagpur,01-08-2014
Maruti Suzuki Celerio,01-09-2014,409,Black,Nagpur,01-09-2014
Maruti Suzuki Celerio,01-10-2014,704,Black,Nagpur,01-10-2014
Maruti Suzuki Celerio,01-11-2014,555,Black,Nagpur,01-11-2014
Maruti Suzuki Celerio,01-12-2014,862,Black,Nagpur,01-12-2014
Maruti Suzuki Swift,01-01-2014,313,Black,Nagpur,01-01-2014
Maruti Suzuki Swift,01-02-2014,593,Black,Nagpur,01-02-2014
Maruti Suzuki Swift,01-03-2014,1100,Black,Nagpur,01-03-2014
Maruti Suzuki Swift,01-04-2014,1149,Black,Nagpur,01-04-2014
Maruti Suzuki Swift,01-05-2014,668,Black,Nagpur,01-05-2014
Maruti Suzuki Swift,01-06-2014,627,Black,Nagpur,01-06-2014
Maruti Suzuki Swift,01-07-2014,686,Black,Nagpur,01-07-2014
Maruti Suzuki Swift,01-08-2014,427,Black,Nagpur,01-08-2014
Maruti Suzuki Swift,01-09-2014,571,Black,Nagpur,01-09-2014
Maruti Suzuki Swift,01-10-2014,760,Black,Nagpur,01-10-2014
Maruti Suzuki Swift,01-11-2014,556,Black,Nagpur,01-11-2014
Maruti Suzuki Swift,01-12-2014,873,Black,Nagpur,01-12-2014
Maruti Suzuki Grand Vitara,01-01-2014,781,Black,Nagpur,01-01-2014
Maruti Suzuki Grand Vitara,01-02-2014,349,Black,Nagpur,01-02-2014
Maruti Suzuki Grand Vitara,01-03-2014,1021,Black,Nagpur,01-03-2014
Maruti Suzuki Grand Vitara,01-04-2014,1075,Black,Nagpur,01-04-2014
Maruti Suzuki Grand Vitara,01-05-2014,659,Black,Nagpur,01-05-2014
Maruti Suzuki Grand Vitara,01-06-2014,1108,Black,Nagpur,01-06-2014
Maruti Suzuki Grand Vitara,01-07-2014,781,Black,Nagpur,01-07-2014
Maruti Suzuki Grand Vitara,01-08-2014,662,Black,Nagpur,01-08-2014
Maruti Suzuki Grand Vitara,01-09-2014,408,Black,Nagpur,01-09-2014
Maruti Suzuki Grand Vitara,01-10-2014,923,Black,Nagpur,01-10-2014
Maruti Suzuki Grand Vitara,01-11-2014,1063,Black,Nagpur,01-11-2014
Maruti Suzuki Grand Vitara,01-12-2014,903,Black,Nagpur,01-12-2014
Maruti Suzuki XL6,01-01-2014,814,Black,Nagpur,01-01-2014
Maruti Suzuki XL6,01-02-2014,747,Black,Nagpur,01-02-2014
Maruti Suzuki XL6,01-03-2014,701,Black,Nagpur,01-03-2014
Maruti Suzuki XL6,01-04-2014,813,Black,Nagpur,01-04-2014
Maruti Suzuki XL6,01-05-2014,975,Black,Nagpur,01-05-2014
Maruti Suzuki XL6,01-06-2014,587,Black,Nagpur,01-06-2014
Maruti Suzuki XL6,01-07-2014,978,Black,Nagpur,01-07-2014
Maruti Suzuki XL6,01-08-2014,502,Black,Nagpur,01-08-2014
Maruti Suzuki XL6,01-09-2014,526,Black,Nagpur,01-09-2014
Maruti Suzuki XL6,01-10-2014,694,Black,Nagpur,01-10-2014
Maruti Suzuki XL6,01-11-2014,1087,Black,Nagpur,01-11-2014
Maruti Suzuki XL6,01-12-2014,769,Black,Nagpur,01-12-2014
Maruti Suzuki Brezza,01-01-2014,856,Black,Nagpur,01-01-2014
Maruti Suzuki Brezza,01-02-2014,660,Black,Nagpur,01-02-2014
Maruti Suzuki Brezza,01-03-2014,698,Black,Nagpur,01-03-2014
Maruti Suzuki Brezza,01-04-2014,651,Black,Nagpur,01-04-2014
Maruti Suzuki Brezza,01-05-2014,732,Black,Nagpur,01-05-2014
Maruti Suzuki Brezza,01-06-2014,1015,Black,Nagpur,01-06-2014
Maruti Suzuki Brezza,01-07-2014,548,Black,Nagpur,01-07-2014
Maruti Suzuki Brezza,01-08-2014,914,Black,Nagpur,01-08-2014
Maruti Suzuki Brezza,01-09-2014,943,Black,Nagpur,01-09-2014
Maruti Suzuki Brezza,01-10-2014,389,Black,Nagpur,01-10-2014
Maruti Suzuki Brezza,01-11-2014,672,Black,Nagpur,01-11-2014
Maruti Suzuki Brezza,01-12-2014,313,Black,Nagpur,01-12-2014
Maruti Suzuki Dzire,01-01-2014,878,Black,Nagpur,01-01-2014
Maruti Suzuki Dzire,01-02-2014,495,Black,Nagpur,01-02-2014
Maruti Suzuki Dzire,01-03-2014,811,Black,Nagpur,01-03-2014
Maruti Suzuki Dzire,01-04-2014,1011,Black,Nagpur,01-04-2014
Maruti Suzuki Dzire,01-05-2014,1300,Black,Nagpur,01-05-2014
Maruti Suzuki Dzire,01-06-2014,932,Black,Nagpur,01-06-2014
Maruti Suzuki Dzire,01-07-2014,760,Black,Nagpur,01-07-2014
Maruti Suzuki Dzire,01-08-2014,947,Black,Nagpur,01-08-2014
Maruti Suzuki Dzire,01-09-2014,705,Black,Nagpur,01-09-2014
Maruti Suzuki Dzire,01-10-2014,717,Black,Nagpur,01-10-2014
Maruti Suzuki Dzire,01-11-2014,597,Black,Nagpur,01-11-2014
Maruti Suzuki Dzire,01-12-2014,1038,Black,Nagpur,01-12-2014
Maruti Suzuki Alto 800,01-01-2015,403,Black,Nagpur,01-01-2015
Maruti Suzuki Alto 800,01-02-2015,527,Black,Nagpur,01-02-2015
Maruti Suzuki Alto 800,01-03-2015,754,Black,Nagpur,01-03-2015
Maruti Suzuki Alto 800,01-04-2015,672,Black,Nagpur,01-04-2015
Maruti Suzuki Alto 800,01-05-2015,1151,Black,Nagpur,01-05-2015
Maruti Suzuki Alto 800,01-06-2015,800,Black,Nagpur,01-06-2015
Maruti Suzuki Alto 800,01-07-2015,503,Black,Nagpur,01-07-2015
Maruti Suzuki Alto 800,01-08-2015,749,Black,Nagpur,01-08-2015
Maruti Suzuki Alto 800,01-09-2015,766,Black,Nagpur,01-09-2015
Maruti Suzuki Alto 800,01-10-2015,784,Black,Nagpur,01-10-2015
Maruti Suzuki Alto 800,01-11-2015,826,Black,Nagpur,01-11-2015
Maruti Suzuki Alto 800,01-12-2015,700,Black,Nagpur,01-12-2015
Maruti Suzuki Alto K10,01-01-2015,762,Black,Nagpur,01-01-2015
Maruti Suzuki Alto K10,01-02-2015,777,Black,Nagpur,01-02-2015
Maruti Suzuki Alto K10,01-03-2015,883,Black,Nagpur,01-03-2015
Maruti Suzuki Alto K10,01-04-2015,951,Black,Nagpur,01-04-2015
Maruti Suzuki Alto K10,01-05-2015,940,Black,Nagpur,01-05-2015
Maruti Suzuki Alto K10,01-06-2015,901,Black,Nagpur,01-06-2015
Maruti Suzuki Alto K10,01-07-2015,615,Black,Nagpur,01-07-2015
Maruti Suzuki Alto K10,01-08-2015,824,Black,Nagpur,01-08-2015
Maruti Suzuki Alto K10,01-09-2015,203,Black,Nagpur,01-09-2015
Maruti Suzuki Alto K10,01-10-2015,532,Black,Nagpur,01-10-2015
Maruti Suzuki Alto K10,01-11-2015,872,Black,Nagpur,01-11-2015
Maruti Suzuki Alto K10,01-12-2015,688,Black,Nagpur,01-12-2015
Maruti Suzuki S-Presso,01-01-2015,531,Black,Nagpur,01-01-2015
Maruti Suzuki S-Presso,01-02-2015,942,Black,Nagpur,01-02-2015
Maruti Suzuki S-Presso,01-03-2015,803,Black,Nagpur,01-03-2015
Maruti Suzuki S-Presso,01-04-2015,1194,Black,Nagpur,01-04-2015
Maruti Suzuki S-Presso,01-05-2015,1273,Black,Nagpur,01-05-2015
Maruti Suzuki S-Presso,01-06-2015,673,Black,Nagpur,01-06-2015
Maruti Suzuki S-Presso,01-07-2015,1070,Black,Nagpur,01-07-2015
Maruti Suzuki S-Presso,01-08-2015,550,Black,Nagpur,01-08-2015
Maruti Suzuki S-Presso,01-09-2015,597,Black,Nagpur,01-09-2015
Maruti Suzuki S-Presso,01-10-2015,995,Black,Nagpur,01-10-2015
Maruti Suzuki S-Presso,01-11-2015,1037,Black,Nagpur,01-11-2015
Maruti Suzuki S-Presso,01-12-2015,445,Black,Nagpur,01-12-2015
Maruti Suzuki Eeco,01-01-2015,990,Black,Nagpur,01-01-2015
Maruti Suzuki Eeco,01-02-2015,825,Black,Nagpur,01-02-2015
Maruti Suzuki Eeco,01-03-2015,719,Black,Nagpur,01-03-2015
Maruti Suzuki Eeco,01-04-2015,1176,Black,Nagpur,01-04-2015
Maruti Suzuki Eeco,01-05-2015,859,Black,Nagpur,01-05-2015
Maruti Suzuki Eeco,01-06-2015,815,Black,Nagpur,01-06-2015
Maruti Suzuki Eeco,01-07-2015,989,Black,Nagpur,01-07-2015
Maruti Suzuki Eeco,01-08-2015,336,Black,Nagpur,01-08-2015
Maruti Suzuki Eeco,01-09-2015,630,Black,Nagpur,01-09-2015
Maruti Suzuki Eeco,01-10-2015,862,Black,Nagpur,01-10-2015
Maruti Suzuki Eeco,01-11-2015,499,Black,Nagpur,01-11-2015
Maruti Suzuki Eeco,01-12-2015,802,Black,Nagpur,01-12-2015
Maruti Suzuki Celerio,01-01-2015,1070,Black,Nagpur,01-01-2015
Maruti Suzuki Celerio,01-02-2015,753,Black,Nagpur,01-02-2015
Maruti Suzuki Celerio,01-03-2015,913,Black,Nagpur,01-03-2015
Maruti Suzuki Celerio,01-04-2015,734,Black,Nagpur,01-04-2015
Maruti Suzuki Celerio,01-05-2015,1137,Black,Nagpur,01-05-2015
Maruti Suzuki Celerio,01-06-2015,1205,Black,Nagpur,01-06-2015
Maruti Suzuki Celerio,01-07-2015,892,Black,Nagpur,01-07-2015
Maruti Suzuki Celerio,01-08-2015,927,Black,Nagpur,01-08-2015
Maruti Suzuki Celerio,01-09-2015,720,Black,Nagpur,01-09-2015
Maruti Suzuki Celerio,01-10-2015,1008,Black,Nagpur,01-10-2015
Maruti Suzuki Celerio,01-11-2015,955,Black,Nagpur,01-11-2015
Maruti Suzuki Celerio,01-12-2015,964,Black,Nagpur,01-12-2015
Maruti Suzuki Swift,01-01-2015,553,Black,Nagpur,01-01-2015
Maruti Suzuki Swift,01-02-2015,547,Black,Nagpur,01-02-2015
Maruti Suzuki Swift,01-03-2015,769,Black,Nagpur,01-03-2015
Maruti Suzuki Swift,01-04-2015,1035,Black,Nagpur,01-04-2015
Maruti Suzuki Swift,01-05-2015,1296,Black,Nagpur,01-05-2015
Maruti Suzuki Swift,01-06-2015,1064,Black,Nagpur,01-06-2015
Maruti Suzuki Swift,01-07-2015,1011,Black,Nagpur,01-07-2015
Maruti Suzuki Swift,01-08-2015,1021,Black,Nagpur,01-08-2015
Maruti Suzuki Swift,01-09-2015,708,Black,Nagpur,01-09-2015
Maruti Suzuki Swift,01-10-2015,1011,Black,Nagpur,01-10-2015
Maruti Suzuki Swift,01-11-2015,561,Black,Nagpur,01-11-2015
Maruti Suzuki Swift,01-12-2015,868,Black,Nagpur,01-12-2015
Maruti Suzuki Grand Vitara,01-01-2015,658,Black,Nagpur,01-01-2015
Maruti Suzuki Grand Vitara,01-02-2015,356,Black,Nagpur,01-02-2015
Maruti Suzuki Grand Vitara,01-03-2015,1066,Black,Nagpur,01-03-2015
Maruti Suzuki Grand Vitara,01-04-2015,854,Black,Nagpur,01-04-2015
Maruti Suzuki Grand Vitara,01-05-2015,836,Black,Nagpur,01-05-2015
Maruti Suzuki Grand Vitara,01-06-2015,1107,Black,Nagpur,01-06-2015
Maruti Suzuki Grand Vitara,01-07-2015,845,Black,Nagpur,01-07-2015
Maruti Suzuki Grand Vitara,01-08-2015,657,Black,Nagpur,01-08-2015
Maruti Suzuki Grand Vitara,01-09-2015,549,Black,Nagpur,01-09-2015
Maruti Suzuki Grand Vitara,01-10-2015,715,Black,Nagpur,01-10-2015
Maruti Suzuki Grand Vitara,01-11-2015,442,Black,Nagpur,01-11-2015
Maruti Suzuki Grand Vitara,01-12-2015,473,Black,Nagpur,01-12-2015
Maruti Suzuki XL6,01-01-2015,843,Black,Nagpur,01-01-2015
Maruti Suzuki XL6,01-02-2015,949,Black,Nagpur,01-02-2015
Maruti Suzuki XL6,01-03-2015,669,Black,Nagpur,01-03-2015
Maruti Suzuki XL6,01-04-2015,880,Black,Nagpur,01-04-2015
Maruti Suzuki XL6,01-05-2015,729,Black,Nagpur,01-05-2015
Maruti Suzuki XL6,01-06-2015,964,Black,Nagpur,01-06-2015
Maruti Suzuki XL6,01-07-2015,872,Black,Nagpur,01-07-2015
Maruti Suzuki XL6,01-08-2015,300,Black,Nagpur,01-08-2015
Maruti Suzuki XL6,01-09-2015,285,Black,Nagpur,01-09-2015
Maruti Suzuki XL6,01-10-2015,715,Black,Nagpur,01-10-2015
Maruti Suzuki XL6,01-11-2015,598,Black,Nagpur,01-11-2015
Maruti Suzuki XL6,01-12-2015,399,Black,Nagpur,01-12-2015
Maruti Suzuki Brezza,01-01-2015,882,Black,Nagpur,01-01-2015
Maruti Suzuki Brezza,01-02-2015,468,Black,Nagpur,01-02-2015
Maruti Suzuki Brezza,01-03-2015,623,Black,Nagpur,01-03-2015
Maruti Suzuki Brezza,01-04-2015,1102,Black,Nagpur,01-04-2015
Maruti Suzuki Brezza,01-05-2015,869,Black,Nagpur,01-05-2015
Maruti Suzuki Brezza,01-06-2015,597,Black,Nagpur,01-06-2015
Maruti Suzuki Brezza,01-07-2015,878,Black,Nagpur,01-07-2015
Maruti Suzuki Brezza,01-08-2015,632,Black,Nagpur,01-08-2015
Maruti Suzuki Brezza,01-09-2015,518,Black,Nagpur,01-09-2015
Maruti Suzuki Brezza,01-10-2015,856,Black,Nagpur,01-10-2015
Maruti Suzuki Brezza,01-11-2015,846,Black,Nagpur,01-11-2015
Maruti Suzuki Brezza,01-12-2015,638,Black,Nagpur,01-12-2015
Maruti Suzuki Dzire,01-01-2015,899,Black,Nagpur,01-01-2015
Maruti Suzuki Dzire,01-02-2015,443,Black,Nagpur,01-02-2015
Maruti Suzuki Dzire,01-03-2015,975,Black,Nagpur,01-03-2015
Maruti Suzuki Dzire,01-04-2015,716,Black,Nagpur,01-04-2015
Maruti Suzuki Dzire,01-05-2015,850,Black,Nagpur,01-05-2015
Maruti Suzuki Dzire,01-06-2015,815,Black,Nagpur,01-06-2015
Maruti Suzuki Dzire,01-07-2015,1071,Black,Nagpur,01-07-2015
Maruti Suzuki Dzire,01-08-2015,516,Black,Nagpur,01-08-2015
Maruti Suzuki Dzire,01-09-2015,449,Black,Nagpur,01-09-2015
Maruti Suzuki Dzire,01-10-2015,712,Black,Nagpur,01-10-2015
Maruti Suzuki Dzire,01-11-2015,758,Black,Nagpur,01-11-2015
Maruti Suzuki Dzire,01-12-2015,1102,Black,Nagpur,01-12-2015
Maruti Suzuki Alto 800,01-01-2016,889,Black,Nagpur,01-01-2016
Maruti Suzuki Alto 800,01-02-2016,1017,Black,Nagpur,01-02-2016
Maruti Suzuki Alto 800,01-03-2016,843,Black,Nagpur,01-03-2016
Maruti Suzuki Alto 800,01-04-2016,778,Black,Nagpur,01-04-2016
Maruti Suzuki Alto 800,01-05-2016,965,Black,Nagpur,01-05-2016
Maruti Suzuki Alto 800,01-06-2016,790,Black,Nagpur,01-06-2016
Maruti Suzuki Alto 800,01-07-2016,840,Black,Nagpur,01-07-2016
Maruti Suzuki Alto 800,01-08-2016,877,Black,Nagpur,01-08-2016
Maruti Suzuki Alto 800,01-09-2016,927,Black,Nagpur,01-09-2016
Maruti Suzuki Alto 800,01-10-2016,599,Black,Nagpur,01-10-2016
Maruti Suzuki Alto 800,01-11-2016,1012,Black,Nagpur,01-11-2016
Maruti Suzuki Alto 800,01-12-2016,771,Black,Nagpur,01-12-2016
Maruti Suzuki Alto K10,01-01-2016,847,Black,Nagpur,01-01-2016
Maruti Suzuki Alto K10,01-02-2016,503,Black,Nagpur,01-02-2016
Maruti Suzuki Alto K10,01-03-2016,479,Black,Nagpur,01-03-2016
Maruti Suzuki Alto K10,01-04-2016,975,Black,Nagpur,01-04-2016
Maruti Suzuki Alto K10,01-05-2016,992,Black,Nagpur,01-05-2016
Maruti Suzuki Alto K10,01-06-2016,1230,Black,Nagpur,01-06-2016
Maruti Suzuki Alto K10,01-07-2016,965,Black,Nagpur,01-07-2016
Maruti Suzuki Alto K10,01-08-2016,372,Black,Nagpur,01-08-2016
Maruti Suzuki Alto K10,01-09-2016,709,Black,Nagpur,01-09-2016
Maruti Suzuki Alto K10,01-10-2016,874,Black,Nagpur,01-10-2016
Maruti Suzuki Alto K10,01-11-2016,754,Black,Nagpur,01-11-2016
Maruti Suzuki Alto K10,01-12-2016,720,Black,Nagpur,01-12-2016
Maruti Suzuki S-Presso,01-01-2016,809,Black,Nagpur,01-01-2016
Maruti Suzuki S-Presso,01-02-2016,807,Black,Nagpur,01-02-2016
Maruti Suzuki S-Presso,01-03-2016,809,Black,Nagpur,01-03-2016
Maruti Suzuki S-Presso,01-04-2016,1062,Black,Nagpur,01-04-2016
Maruti Suzuki S-Presso,01-05-2016,1137,Black,Nagpur,01-05-2016
Maruti Suzuki S-Presso,01-06-2016,648,Black,Nagpur,01-06-2016
Maruti Suzuki S-Presso,01-07-2016,814,Black,Nagpur,01-07-2016
Maruti Suzuki S-Presso,01-08-2016,566,Black,Nagpur,01-08-2016
Maruti Suzuki S-Presso,01-09-2016,265,Black,Nagpur,01-09-2016
Maruti Suzuki S-Presso,01-10-2016,1095,Black,Nagpur,01-10-2016
Maruti Suzuki S-Presso,01-11-2016,518,Black,Nagpur,01-11-2016
Maruti Suzuki S-Presso,01-12-2016,1035,Black,Nagpur,01-12-2016
Maruti Suzuki Eeco,01-01-2016,996,Black,Nagpur,01-01-2016
Maruti Suzuki Eeco,01-02-2016,1019,Black,Nagpur,01-02-2016
Maruti Suzuki Eeco,01-03-2016,988,Black,Nagpur,01-03-2016
